fecha,1_5MA,1_desviacion_estandar_relativa,1_5MA_desviacion_estandar_relativa,1_RoC,4_5MA,4_desviacion_estandar_relativa,4_5MA_desviacion_estandar_relativa,4_RoC,5_5MA,5_desviacion_estandar_relativa,5_5MA_desviacion_estandar_relativa,5_RoC,6_5MA,6_desviacion_estandar_relativa,6_5MA_desviacion_estandar_relativa,6_RoC,7_5MA,7_desviacion_estandar_relativa,7_5MA_desviacion_estandar_relativa,7_RoC,8_5MA,8_desviacion_estandar_relativa,8_5MA_desviacion_estandar_relativa,8_RoC,9_5MA,9_desviacion_estandar_relativa,9_5MA_desviacion_estandar_relativa,9_RoC,10_5MA,10_desviacion_estandar_relativa,10_5MA_desviacion_estandar_relativa,10_RoC,11_5MA,11_desviacion_estandar_relativa,11_5MA_desviacion_estandar_relativa,11_RoC,12_5MA,12_desviacion_estandar_relativa,12_5MA_desviacion_estandar_relativa,12_RoC,13_5MA,13_desviacion_estandar_relativa,13_5MA_desviacion_estandar_relativa,13_RoC,14_5MA,14_desviacion_estandar_relativa,14_5MA_desviacion_estandar_relativa,14_RoC,15_5MA,15_desviacion_estandar_relativa,15_5MA_desviacion_estandar_relativa,15_RoC,16_5MA,16_desviacion_estandar_relativa,16_5MA_desviacion_estandar_relativa,16_RoC,17_5MA,17_desviacion_estandar_relativa,17_5MA_desviacion_estandar_relativa,17_RoC,18_5MA,18_desviacion_estandar_relativa,18_5MA_desviacion_estandar_relativa,18_RoC,19_5MA,19_desviacion_estandar_relativa,19_5MA_desviacion_estandar_relativa,19_RoC,21_5MA,21_desviacion_estandar_relativa,21_5MA_desviacion_estandar_relativa,21_RoC,22_5MA,22_desviacion_estandar_relativa,22_5MA_desviacion_estandar_relativa,22_RoC,23_5MA,23_desviacion_estandar_relativa,23_5MA_desviacion_estandar_relativa,23_RoC,24_5MA,24_desviacion_estandar_relativa,24_5MA_desviacion_estandar_relativa,24_RoC,25_5MA,25_desviacion_estandar_relativa,25_5MA_desviacion_estandar_relativa,25_RoC,26_5MA,26_desviacion_estandar_relativa,26_5MA_desviacion_estandar_relativa,26_RoC,27_5MA,27_desviacion_estandar_relativa,27_5MA_desviacion_estandar_relativa,27_RoC,28_5MA,28_desviacion_estandar_relativa,28_5MA_desviacion_estandar_relativa,28_RoC,29_5MA,29_desviacion_estandar_relativa,29_5MA_desviacion_estandar_relativa,29_RoC,30_5MA,30_desviacion_estandar_relativa,30_5MA_desviacion_estandar_relativa,30_RoC,31_5MA,31_desviacion_estandar_relativa,31_5MA_desviacion_estandar_relativa,31_RoC,32_5MA,32_desviacion_estandar_relativa,32_5MA_desviacion_estandar_relativa,32_RoC,34_5MA,34_desviacion_estandar_relativa,34_5MA_desviacion_estandar_relativa,34_RoC,35_5MA,35_desviacion_estandar_relativa,35_5MA_desviacion_estandar_relativa,35_RoC,40_5MA,40_desviacion_estandar_relativa,40_5MA_desviacion_estandar_relativa,40_RoC,41_5MA,41_desviacion_estandar_relativa,41_5MA_desviacion_estandar_relativa,41_RoC,42_5MA,42_desviacion_estandar_relativa,42_5MA_desviacion_estandar_relativa,42_RoC,43_5MA,43_desviacion_estandar_relativa,43_5MA_desviacion_estandar_relativa,43_RoC
2005-12-31,17510.0,0.3856413048521685,0.42548113513892866,0.4291458821134073,,,,,,,,0.02020202020202011,,,,,18.485169773186616,1.1355174357872824,,0.6330716633684432,,,,,,,,,,,,,22.116668365895652,1.1997952955852593,,1.0805320496080992,13.29826378770866,0.9596823343461328,0.7404917218035182,0.3647973122149144,,,,,,,,,38942.2,0.46471672966356825,0.42811906900286045,0.042551975151018606,29207.8,0.5076066146919604,0.3475239138595444,0.284738464809696,25945.8,0.5291033449742462,0.36965094966699596,0.2931855136733186,3278.3333333333335,0.3480914533289481,0.23653261366095318,0.231025708519786,9729.6,0.6385650096729208,,-0.5709284319666061,,,,0.16884439791051298,23421.933333333334,0.48421630397166643,0.3102629381644803,0.24967875421975383,20732.333333333332,0.4146098966996831,0.29656451450535604,0.10968028953095499,,,,0.20213934663197453,,,,-0.05514705882352944,41788.46666666666,0.23839275697535767,0.24186315466791292,0.38935342186785404,0.9022366195074483,1.3201230748448067,1.2742818856650384,1.0362024375327277,10.648104199416125,0.9351791151626526,0.6845876657728523,1.177497564051126,,,,0.25828906215684455,,,,0.1175245656276438,,,,,,,,,,,,,,,,,,,,,,,,,2559.2,1.401267603048908,1.147811122422599,0.4048111257282465,231.31882000000002,0.21285726836940264,0.2994473205742425,0.04100823588660152
2006-12-31,20879.7,0.4368059376208084,0.4588188400882186,0.14259002030131418,,,,,3.071,0.055289479917486624,,0.011551155115511635,,,,,15.950989407889812,1.3340003141805912,,0.7692476778789794,,,,,,,,,,,,0.305620279093586,11.766955515275951,1.439263898699232,,0.7659419494079969,11.55703072834793,1.1296458176317314,0.8911695925464616,0.7491099703491539,,,,,,,,,52564.5,0.3493372736408539,0.4733109148118334,0.46396454030341805,38867.1,0.40326845686260454,0.39728907838140776,0.22590355214432,34875.1,0.41617995687460585,0.4201905154187937,0.22830460427049526,4008.3333333333335,0.2963608414001472,0.26690157781990526,0.18203848895224506,13697.4,0.4045460845597954,,2.2695747685548406,,,,0.2513406176187134,30229.033333333336,0.392387138429889,0.3848183736708132,0.1646900433956675,24254.43333333333,0.45765598090302023,0.3524138531660511,0.19948315653747373,,,,0.3717503968063105,,,,-0.1556420233463035,46707.76666666666,0.3890913843630025,0.29805403150697835,0.40364143396601415,1.08645579758964,0.9735581507757637,1.7909662521605576,-0.15677539876419033,13.051912418594208,0.583057278129471,1.3903179380442168,0.1716879780463596,,,,0.24128597636161286,1.6013000000000002,0.1250951661845574,,0.10079776393175344,,,,,,,,,,,,,,,,,,,,,,,,0.31383145681324476,2864.9,1.1770714854342972,1.2648595783919152,-0.7955183946488295,259.30212,0.09511759069534213,0.27164282397108536,0.06676909961512068
2007-12-31,28033.620000000003,0.44124023109499205,0.45710966341325143,0.4415486042923271,,,,,3.029,0.028216999911312785,,0.027732463295269127,,,,,7.21285927090351,0.41281127089930275,0.9783496795990878,0.12265925895249219,,,,,,,,,,,,0.4279431664411366,5.133171196945879,0.5350913908545766,1.069518591428243,0.2097311024191646,6.330145796841082,0.5329170842705433,0.839445864459125,0.2704803776712674,,,,,,,,,66644.7,0.3369548692720509,0.46665206945174065,0.24294730533688758,50061.38,0.3520980614564788,0.4304771938772164,0.26185988035067864,44976.979999999996,0.35543147315748425,0.44997598878440703,0.24623616888615896,5100.733333333334,0.331383535027645,0.3037367531268145,0.413712011577424,16583.32,0.418606868364138,,0.18916350722272868,146289.20666666667,0.3155295291720543,,0.22850466609825726,38018.513333333336,0.31291779404783504,0.41490360357432793,0.20398181920206504,31752.353333333333,0.358030984678811,0.37475318020895676,0.27558163168520755,60628.033333333326,0.3421029600209344,,0.1521494737257325,,,,0.3502304147465438,61202.08666666667,0.5067942472371626,0.35129277443052126,0.42867421099790937,0.6384831948499139,0.4142888711234971,1.365536591597906,-0.15524880708929778,9.963145295306536,0.43092662280234517,0.9733732467057914,-0.19076865578671975,,,,-0.11098996947230688,1.7304400000000002,0.14182776311161294,,0.08495556495979684,,,,,,,,,,,,,,,,,,,,,,,,0.4441117185191439,3546.2599999999998,0.8371205692427971,1.2488471185743202,1.2288518155053976,277.34036,0.08676230355505664,0.21565412121040625,0.0810798946595983
2008-12-31,34487.020000000004,0.33908005242367245,0.41935024492653705,0.003035964502568822,,,,,3.133,0.0602613580409086,,0.09523809523809534,,,,,8.144937504678493,0.5077706069777658,0.8896247127545973,0.3467446965482226,,,,,,,,0.1129326047358834,,,,0.2369805927427655,6.328574318437009,0.5120185233488544,0.9631304444075907,0.11523281104570127,6.39998712478479,0.5461657322619898,0.803835908034557,0.40882044994937417,,,,,,,,,79256.3,0.3243814652747346,0.4121258369272541,0.09941538090646085,60815.380000000005,0.3111557705721736,0.4131946863762752,0.12454428981429233,54459.380000000005,0.30185170411548506,0.42545767144708646,0.10580599297474258,6372.333333333334,0.39828064448353195,0.33348022511005104,0.2850927703134998,18440.920000000002,0.43069739451268274,,0.023584867587353564,175295.20666666667,0.2867754975218677,,0.13116759329793548,47518.113333333335,0.3239412234797054,0.40085255023299726,0.3149603656945139,39215.153333333335,0.27876496875400264,0.38091132941167266,0.13914288627904203,72527.83333333333,0.29637029820383254,,0.11153209700427968,22.419999999999998,0.3756120958546951,,-0.7201365187713311,81147.68666666668,0.46648150144105227,0.3798707515595242,0.21236954776558736,0.7005935324500336,0.2664567449189982,0.9573715545470073,-0.11841288634166391,8.44496107493076,0.29444079024159914,0.7117239767764834,-0.029446003413271082,9.419572193171003,0.15759812148306548,,-0.0662080764946904,1.88196,0.14195381657309117,,0.0796684544124815,,,,,,,,,,,,,,,,,,,,,,,,0.247828658220274,5816.86,0.6537402001201271,1.1055860411269858,2.332452741575672,296.3681,0.11818856766466168,0.1646098713668233,0.11278942880464649
2009-12-31,40151.22,0.23231414491635263,0.36701633418159874,0.03408355969473553,,,,,3.2990000000000004,0.09858695790229151,,0.10144927536231862,,,,,10.006739192679094,0.3307915254152183,0.744178230652032,-0.0838063863937707,,,,,,,,0.10013538240787523,7.00888803184305,0.36346507288008123,,0.11152499693876594,8.021252984504828,0.3137372670300381,0.7999812751035921,0.07350981988661864,8.172789273149188,0.41185070209735913,0.7160523341215513,0.01572854189696593,,,,,,,,,93230.9,0.2841573393953742,0.35190953544931636,0.11787225100275012,72903.58,0.2701363111298739,0.3688530429426183,0.16624646195561676,64894.18000000001,0.25617471179287327,0.3717482381829389,0.16147373823318878,8025.7333333333345,0.3834966787352233,0.3515226305950991,0.20143383451160002,20327.32,0.39341910426403554,0.4571668922747145,-0.042502858494657625,207026.80666666667,0.26345788000083153,,0.15646529159250333,56980.31333333333,0.29609117250605654,0.3619107264870305,0.10471397178705599,47081.95333333333,0.30255828460973977,0.3623240231290513,0.2506201160036554,85457.43333333332,0.24665550317154142,,0.13727181256288623,20.22,0.41029693131580797,,0.975609756097561,102058.68666666668,0.3661591747110409,0.3933838129455232,0.09734676047270896,0.7206034882850513,0.22039788180275888,0.638964944693165,-0.05080684994029128,8.833487012500935,0.19348353139008587,0.48741746754523074,-0.2760167468391652,9.384527509544128,0.16510936707445384,,-0.24742351523415662,2.0483000000000002,0.12555486339028607,,0.06954479768786115,,,,,,,,,,,,,,,,,,,,,7.28960902957459,0.37469247287726865,,0.11689153421321263,6331.46,0.6146903035033541,0.9367780322698968,-0.3046771778384568,321.91376,0.14571425300829788,0.1317279966585522,0.11551135676353286
2010-12-31,44966.520000000004,0.16876427969207056,0.3236409291495792,0.08727875414347364,,,,,3.4884999999999997,0.1139047993344662,0.07125191902129314,0.046710526315789425,,,,,11.019858484916536,0.1714294967826248,0.5513606428511005,-0.18377097361739703,,,,,,,,-0.07854724883814324,8.03352571300247,0.23995563932417546,,-0.09435522778964778,9.012171705966015,0.1343643141425739,0.5868950788150551,-0.13361277492333767,9.283029912418595,0.23752759520849653,0.571621386294024,-0.203566446125101,,,,,,,,,114494.0,0.26416111999358893,0.3117984135153205,0.31610543522680823,88154.73000000001,0.28112363164731635,0.3235564463336894,0.27051190536888803,78827.23000000001,0.2865539079148536,0.3232383507710604,0.3187042872591541,9327.5,0.2845979822940606,0.33882393638812164,-0.07297364495275982,26339.27,0.2244197271149756,0.3743378357631254,0.5002161828289067,256180.74,0.3144340475053637,,0.38729969036884127,70957.63,0.34723081419935464,0.33451362853256816,0.3878062396529818,60165.31999999999,0.38084944152992484,0.3555719320950997,0.43430961719134475,104736.4,0.2793543202331652,,0.3707704391159903,21.34,0.44564913167107917,,0.9320987654320989,130790.92000000001,0.3460399892122836,0.41491325939290835,0.37816026930383284,0.6971240362302569,0.17166781319970542,0.40927389236414474,0.4710703953712634,9.020884272774909,0.20304570084863466,0.34099078468242716,0.6508117345485616,9.754390523242758,0.17248899565279283,,0.5512681299930193,2.2308399999999997,0.12812042938459575,0.13251040772882866,0.11045431514946813,,,,,,,,,,,,,,,,,,,,,8.383232217980387,0.24778323495003401,,-0.09855277646688687,7588.56,0.6801821657418018,0.7925609448084755,0.7431593615404104,352.58446,0.15574165288352135,0.12030487356137594,0.09351940402841796
2011-12-31,47818.37,0.052829383851945966,0.2468456183958067,-0.11147382246637327,,,,0.08229426433915221,3.7359999999999998,0.12034051828451052,0.08426212669469793,0.08170961659333753,,,,,11.898186110487313,0.14312114385144117,0.31318480878527055,0.31800604357289286,,,,,10.907752825810315,0.0713286109783424,,0.0,8.821196945879183,0.11141675745565044,,0.0,9.52494202560072,0.07064155650287413,0.3131706103757834,0.08088674808465446,10.158126259450558,0.14740917667608547,0.37517405810289484,0.16761778754077694,,,,0.2851691879658922,,,,0.03878758779088032,143008.45,0.35157122620389175,0.3122452040279281,0.38279806614480316,110928.73000000001,0.3562979154865157,0.31416233805847166,0.38953911844790334,98346.43000000001,0.3508312522442358,0.3101686098449864,0.3343459082201534,12582.3,0.4287245915895041,0.36529668642599294,0.9491305708283044,32079.72,0.3425280130224164,0.3619342214556497,0.35974500964105105,316130.54,0.34384485460864855,0.30480836176175313,0.2309988462000303,89290.63,0.36759673587329567,0.3295555480212495,0.25964901735493817,73945.22,0.3508329419606037,0.33420732430661637,0.10001507582098235,128393.65,0.34463724755404634,0.30182406583670396,0.2799193216432041,23.220000000000002,0.45128697365699444,,-0.006389776357827448,173694.32,0.4192713699584679,0.4209492565120015,0.46885301562606885,0.6830966389699829,0.1574204889571689,0.24604636000042582,-0.12225499836119302,8.790884272774909,0.17927819401665768,0.26023496785986444,-0.04609279609279604,9.82778778351673,0.18038857188863885,,0.06531086722831936,2.42894,0.13611477499495261,0.13471432949090772,0.0953992395437262,,,,,,,,,,,,,,,,,,,,,9.228810300172167,0.11589641562949621,,0.0,9966.810000000001,0.43609286173469897,0.6443652200685559,-0.02476290832455219,388.69124,0.15905701568593994,0.13309275855949548,0.10667232278103689
2012-12-31,47227.25,0.06845894936895189,0.1722893620505987,-0.06581282807956457,,,,0.14055299539170507,4.090000000000001,0.13615379891596183,0.10584948649562773,0.14352120859965134,,,,,12.659242528445244,0.11962908313256453,0.25454837123192287,0.03838834610878705,,,,,11.157752825810315,0.0394998679363312,,0.0,9.175649000673703,0.04651004785139846,,0.0,9.673281544277266,0.05258572320662893,0.21666947684619392,-0.03206378922105124,11.01315140354817,0.10701876300515954,0.28999439384981807,0.15061728687555065,,,,0.00013067210289396947,,,,0.1358366465092895,184568.45,0.44179110100244834,0.3332124503740076,0.3803290357857012,143376.05,0.43519928466335206,0.3307825826998463,0.3689989689620017,126860.35,0.4330590131215946,0.32569411783780844,0.38462707625004544,16515.7,0.46735343349663355,0.3924906661197907,0.26052655719658757,41192.4,0.46672034541828583,0.3715569168664793,0.4199246052372614,397291.9,0.3853444299529014,0.31877134191792256,0.30816086993862046,115930.55,0.40929419713371323,0.3488308286384251,0.37162993007506384,91420.1,0.35033066668199464,0.3326672607072531,0.2707372400756143,159485.25,0.3773855340998071,0.3088805806524785,0.2508146171845955,24.900000000000002,0.4909710415781445,0.4347632348153442,0.212218649517685,228033.4,0.46185343694357606,0.4119610944532842,0.30868260942316605,0.7140370536716821,0.17734994517707234,0.19865857481114083,0.13635644820986226,9.005939890710383,0.18489621158915043,0.21102888561722555,0.012960418151579889,9.999035637752332,0.18402554598838552,0.1719221204174673,-0.06559486219625921,2.6556799999999994,0.14686753457874877,0.13572228378433487,0.10545315699954871,,,,,,,,,,,,,,,,,,,,,9.613213039898195,0.04873674373363267,,0.0,12359.45,0.23276067732339126,0.5234932416846746,0.14532685035116155,431.43324,0.16131531323317463,0.1480033604951191,0.12053649342036366
2013-12-31,44068.98333333333,0.18569599518325833,0.14161255060251587,-0.2932624932624932,,,,0.32727272727272716,4.705333333333333,0.23462057261170313,0.14072132940978666,0.32655826558265577,,,,,13.346176851747884,0.18616979098384864,0.1902282080331395,0.2248293076327701,,,,,11.187534246575343,0.03748272981421614,,0.0,9.187534246575343,0.045642205209518505,0.16139794454416484,0.0,10.311729564338648,0.1487491645607053,0.1440156050885641,0.36558795528702825,11.746693637248296,0.18412903211195733,0.2175870538198116,0.217717564122762,,,,0.2243771487038615,,,,0.031259060186720644,238182.11666666664,0.4393860554547988,0.35621336841002044,0.2282898218763285,184426.45,0.42812783030423257,0.3541769946462581,0.22078393316737688,163519.15,0.42795213731985554,0.35091420447868255,0.22817475468672455,20907.3,0.44082937909955494,0.40100041304299533,0.16443490284549878,53755.666666666664,0.47849766306664576,0.3811169705772718,0.25358012756721915,504225.5666666667,0.3877976117854712,0.3389757647706433,0.25377023173078905,148638.61666666667,0.4195297669086753,0.3679485373242191,0.252811674873332,114093.76666666668,0.33415290809719433,0.3437448485758915,0.24205865143355854,201561.91666666666,0.38248970916412256,0.32610446284453654,0.2661573756014748,28.320000000000004,0.2850169097317389,0.416644197590753,-0.3289124668435014,301427.8666666667,0.47065042641484667,0.41279487944804305,0.3114336757873497,0.761241784564713,0.15296341757075466,0.17595990934149214,0.0010966984573046457,9.399247398757392,0.18980297146066735,0.1901013218610392,0.06309145542175365,10.583592691483066,0.19364829914416884,0.17913215594968795,0.12842143847697707,2.9168399999999997,0.15523991599708323,0.1383795036691333,0.10534744245925842,,,,,,,,,,,,,,,,,,,,,9.625972602739726,0.047846462922354824,0.16699106602255726,0.0,11215.183333333332,0.3751476624817432,0.4677747341569979,-0.6335935805682065,482.52678,0.176397177488558,0.15964508245989836,0.14632075975223224
2014-12-31,40757.11666666666,0.23216506927297628,0.14158273547384057,0.026573258955809198,5.696,0.3341803947935314,,0.3105022831050228,5.655333333333333,0.3346175565662941,0.18792744914258716,0.31001021450459665,,,,,15.37638233119994,0.30523790590424366,0.18511748413094456,0.32870555568628346,,,,,11.246575342465755,0.04902463288062886,,0.11207970112079702,9.197260273972603,0.04795856252010251,0.09829664247216907,0.1095890410958904,11.581781619133169,0.2833282019377364,0.13793379207010373,0.3001172652456323,13.51085802080994,0.32457392961439513,0.2001316993232188,0.3552584497759994,16.083041766705072,0.30977080993248196,,0.39552851331569583,34.27903948242025,0.1301987172018554,,0.13304718680716587,306444.7833333333,0.3927264402770085,0.3779271885863472,0.2281908468661924,236612.31666666665,0.3915702563085483,0.37846378368199296,0.24074381288781055,209459.95,0.3862786642074741,0.37693499496160277,0.22680764911380802,27152.36666666666,0.4387358999591296,0.41204825728777655,0.35281189129506374,69832.46666666666,0.39722201202166546,0.3818775521287978,0.18700148938904815,651079.2333333334,0.3834400802887019,0.3629722048282173,0.30637021458154656,196321.81666666668,0.4208651607314536,0.39290333496929847,0.3514324448254551,144929.36666666667,0.3505842567764059,0.3533500430092247,0.32486096749853277,256730.05,0.36203834742802876,0.349181031695834,0.25611473080455394,30.3,0.1642225122722739,0.3674293137820462,0.031620553359683834,392285.73333333334,0.4067315953243765,0.4209093635707101,0.2010616719926721,1.0070226064825212,0.4407479016545622,0.2200299133118528,1.1531265386509113,12.281055617935476,0.38223272548471615,0.22785116067996528,0.9486950904392764,12.245898584195476,0.15041554492853898,0.176193391520505,0.2490728378578846,3.31854,0.204616809316199,0.15419189285431587,0.2433668541560139,,,,,,,,,,,,,,,,,,,,,9.639945205479453,0.0510181770014279,0.10225620684738912,0.11674373963877516,15726.45,0.5758150713678483,0.4599996877298967,4.406984314886061,550.06646,0.21612902300613263,0.17372803645946527,0.2028689101813157
2015-12-31,35439.01666666666,0.2514838101396931,0.1581266415633651,-0.1860904450081191,7.574000000000001,0.4822630940169038,,0.5563298490127759,7.461833333333333,0.4704066702526223,0.25922782332621835,0.5216374269005846,,,,,17.655648883711358,0.24099067269453625,0.19902971931332686,-0.045886019905784003,,,,,12.964931506849316,0.2886856634310184,0.0972043010081074,0.6015677491601343,10.538082191780822,0.2770244161119934,0.10571039782973266,0.5725651577503428,14.066922258402576,0.3610179227935232,0.1832645138002936,0.27920789868874296,15.933451171494871,0.29640795603453995,0.2119077714884275,0.04658493233445293,18.878203566883748,0.2805567742998935,,0.03621743403965483,35.860834400029944,0.10226192835762161,,-0.08005813568746312,399017.6833333333,0.3856374357435042,0.4022224517363303,0.3455668265048635,307449.1666666666,0.38258300911453186,0.3987556591754361,0.33366171982287574,271851.7,0.38628949135231816,0.39688211164909565,0.3473612857654187,35597.46666666666,0.3568962891277466,0.42650791865451376,0.23375733403144583,91568.51666666666,0.39628850056479054,0.4162513068187608,0.38639902932100245,852433.0333333334,0.4231932570723337,0.38472404674161137,0.37554079064136103,249690.7666666667,0.38627752797641873,0.4007126777247113,0.18539405760312588,191800.86666666667,0.46205651449460056,0.36959145760215983,0.49405835423870537,343155.55,0.44503588133994504,0.38231734391718997,0.5104808824771991,31.480000000000008,0.18704871254597383,0.3157092299570251,0.4252873563218391,515132.6333333334,0.3932667180473742,0.4303547093377283,0.35832840517289455,1.10211849689348,0.40732336090705334,0.2671610228533224,-0.2702949919963412,13.462891234373831,0.3580037098547835,0.258842762481195,-0.2144415198668691,13.742521696756388,0.22753963282213763,0.18720351895437398,0.1994061757719714,3.79964,0.2339553290530286,0.17535887278800244,0.1504717951061254,,,,,,,,,,,,,,,,,,,,,11.168394520547945,0.29807310988142516,0.11231418183366734,0.6219287965205613,18249.75,0.5518732015937106,0.4343378949002784,-0.13376974526825103,639.72534,0.2529938751939936,0.19317848092155976,0.2023632365587975
2016-12-31,34031.86666666666,0.2098097883693677,0.18952272246684942,0.5375347181473222,9.934000000000001,0.473329568483247,,0.20447761194029845,9.776,0.4667394385284504,0.32850760737500634,0.2200871124775814,,,,-0.15092447039449064,20.147300657172444,0.2345246268335804,0.2173104159097547,0.19897565888018875,,,,,17.389931506849315,0.5460647103501892,0.19215152088247675,0.6907600335617397,13.64942098959503,0.49125001426208187,0.18167704919101896,0.5637113234492201,17.79844011902089,0.41755199718857605,0.25264660193743393,0.3245023883046807,18.54600124260798,0.2547472641564278,0.23337538898449592,0.11685427648347169,22.295548293285425,0.3023541237346299,,0.25009001598753566,38.16249557227337,0.08200848988629794,,0.12685199290016147,521036.4666666666,0.4040704350304651,0.41272229350164497,0.3347860466855801,391833.73333333334,0.3707361020149798,0.40164329648112884,0.24285279646543878,347101.8666666667,0.37193384164210297,0.40110262952866904,0.24028562069684312,44731.86666666666,0.3629298798278171,0.4133489763021764,0.2632978225459175,129202.73333333332,0.5159656169716664,0.4509388276086108,0.6381050170097327,1154607.4,0.4735632275961241,0.41066772133910645,0.4263725631980213,320278.2666666667,0.37194630566841286,0.40158259168373467,0.30446899067693556,297895.2666666667,0.682394348885621,0.4359037389871633,0.9249587036891371,443845.9333333333,0.4307616443505968,0.3995422232765001,0.1949203576698375,30.140000000000004,0.2223776454590101,0.26992736431742825,-0.3440860215053765,670769.6,0.4069128737245022,0.4278830100909351,0.3160182281558881,1.4598596451830228,0.4901079262639681,0.33369851031468223,0.9234881346044403,17.797183097537243,0.4961421823495512,0.32221556014777375,0.9418209309656456,15.558704131690396,0.264087477825412,0.20394330014172857,0.1254480641647686,4.59102,0.31594324957455794,0.2113245677039235,0.35791877668553274,,,,,,,,,,,,,,,,,,,,,14.87030162437308,0.5355494609642067,0.19624479090060945,0.6369201673294358,28597.8,0.791147434462928,0.5053488094459243,1.470334003108769,758.89888,0.28442902836491424,0.21825288345735458,0.22095625398049634
2017-12-31,36452.46666666666,0.3202791860628827,0.23988676980563559,0.4093476490942398,12.709999999999999,0.40157690916576766,,0.16666666666666652,12.524000000000001,0.4009572513087492,0.38146829785356384,0.17555648887022257,,,,-0.1525891024467395,21.50004503830127,0.1487045656029423,0.22312551240383027,-0.2007888874932181,,,,,20.842397260273977,0.46670545248456413,0.27759263779212334,-0.14679762212458003,16.701886743019685,0.4483239958576489,0.262039838792269,-0.011987168227073242,20.852364435960776,0.29601420848475446,0.3013322989930591,-0.13023372308011827,19.82849527659256,0.16416851704424287,0.24480533979231262,-0.21187509434772311,24.792721438730446,0.2030370352493284,,-0.14756583132521262,38.963769391421515,0.06407784834095362,,-0.07933072248279915,667534.4666666666,0.4057825068173641,0.4055205746646281,0.24866998441727284,502013.2333333334,0.3941607370364004,0.3934355869557386,0.3241045000190459,445511.6666666667,0.3967467353294821,0.3938401739702466,0.3298138780812345,56501.566666666666,0.37487039839227815,0.3948523692813053,0.27946320064024666,165521.23333333334,0.45592251539479545,0.4487792616039127,0.05983823448987624,1545666.4,0.4745028604152349,0.42849940743157316,0.2974829402609842,389210.3666666667,0.31418931517166426,0.38256161529132493,0.08656867455101147,455926.4666666667,0.6991786358654812,0.5056733328238605,0.45315211104684794,568564.8333333333,0.40003263574917003,0.4040716436063726,0.2420290201230071,29.160000000000004,0.19156257044342576,0.21004567009048447,0.34426229508196715,919373.5,0.48931894888200667,0.43337611247862123,0.5189965803221683,1.649412381166255,0.3809762592208966,0.3744237731234471,-0.29372670401937284,20.837990493300396,0.38608097351255166,0.362452512532454,-0.20115319134256227,16.93430559252329,0.1900160172205637,0.20514139438816423,-0.14303058162320914,5.63094,0.3486821809835703,0.2516874969848878,0.22616923571909098,,,,0.22537659327925819,,,,0.21854304635761568,,,,,,,,,,,,,18.47808244629089,0.48205743153989566,0.2829089284618621,-0.016850670832472603,39101.8,0.6844174144040681,0.5956801568620597,0.04189686924493552,899.9965400000001,0.2814210186792527,0.2422740245465702,0.15600275609351244
2018-12-31,43495.41333333333,0.3855215598185253,0.27985188273268896,0.18804542090155785,19.152800000000003,0.6059764724786023,0.4594652877876104,1.059691980881572,18.795066666666663,0.6015359098264131,0.45485136529650577,1.0301178992497317,,,,0.6834754714028637,24.976674604511313,0.22422706645910043,0.23073696749888062,0.6659508805621872,,,,0.6851359422391379,29.48162575342466,0.5418878937325269,0.3784736705757855,0.9176106439182805,22.101453866307356,0.4476314168887362,0.34243768112811257,0.48369251616181574,26.87268233550416,0.3714562788864363,0.34587372185820525,0.7398148150714032,23.1511996601542,0.2191855695109603,0.25181664727211317,0.6876508888004236,31.084401895351448,0.32882327426466545,0.28490840349619984,0.8330676728986395,41.68044062429823,0.11283843921991293,0.09827708460132831,0.274932572670892,870960.6799999999,0.41839434950625815,0.40132223347491996,0.34121183795230414,616108.5133333334,0.33883217370208735,0.37557645563530956,0.09126312416114835,542069.9066666666,0.33224168128374504,0.3746980827630245,0.05494934982190114,74038.60666666666,0.4079299888787695,0.3882724912371482,0.38637213962620387,254852.16666666666,0.6603545521164298,0.48515063941386954,1.1229089306942877,2224226.4533333336,0.556141120449222,0.4621681091643234,0.6197268552194259,490777.7,0.33568691432852565,0.365793044775295,0.3958820358588562,727947.2,0.7205185717882361,0.582946465562069,0.6516234047155527,827714.3666666666,0.5648243156543106,0.4405385649044103,0.850202641697748,27.28,0.300087651989979,0.21305981854213255,-0.5152439024390243,1250926.0733333335,0.5070380563694534,0.4406536384695426,0.3284616885296274,2.149330189385433,0.3681692670566285,0.41746494302062176,0.8715878508266053,25.295853506999027,0.27958724632149434,0.38040936750461934,0.3064049272018978,19.280673084042945,0.17009988692754868,0.20043171194484022,0.3516473360750427,7.39464,0.42980685339640967,0.3066008844647531,0.47164342878952326,,,,0.46855791962174953,,,,0.39085144927536253,,,,,,,,,,,,,25.410329021633355,0.5018864613435574,0.3737169281461026,0.6053529558493389,39567.82666666667,0.6582130662832719,0.6522932376223654,-0.8827249963175725,1095.93668,0.30383605146111164,0.2677617993410809,0.28511105670841985
